date,total_cases,new_cases,total_deaths,new_deaths,new_tests_smoothed,total_boosters_per_hundred,total_boosters,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,aged_65_older,median_age,diabetes_prevalence,life_expectancy,population
2020-05-19,0.0,0.0,0.0,0.0,2417.943771830608,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,64.13134340632212,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-05-20,0.0,0.0,0.0,0.0,2418.548375091447,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,64.02060645584058,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-05-21,0.0,0.0,0.0,0.0,2418.348967162157,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,63.86685093108544,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-05-22,0.0,0.0,0.0,0.0,2417.691153296637,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,63.651161792367176,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-05-23,0.0,0.0,0.0,0.0,2417.1406177197337,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,63.356730749576045,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-05-24,0.0,0.0,0.0,0.0,2417.5367819711223,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,62.97654935500694,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-05-25,0.0,0.0,0.0,0.0,2419.9682134983836,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,62.5092502515494,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-05-26,0.0,0.0,0.0,0.0,2425.9429183655493,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,61.959492310510875,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-05-27,0.0,0.0,0.0,0.0,2437.0858410042883,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,61.338249484984075,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-05-28,0.0,0.0,0.0,0.0,2454.9119890272987,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,60.658363584326366,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-05-29,0.0,0.0,0.0,0.0,2480.656276838351,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,59.93527478908519,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-05-30,0.0,0.0,0.0,0.0,2515.1459083398204,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,59.18229513512361,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-05-31,0.0,0.0,0.0,0.0,2558.704663963337,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,58.41054261831111,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-06-01,0.0,0.0,0.0,0.0,2611.0811159427717,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,57.6370346301846,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-06-02,0.0,0.0,0.0,0.0,2671.6153780042705,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,56.881417698559666,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-06-03,0.0,0.0,0.0,0.0,2739.391187672567,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,56.16351479298899,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-06-04,0.0,0.0,0.0,0.0,2813.1870397524904,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,55.501485803856234,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-06-05,0.0,0.0,0.0,0.0,2891.497196427171,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,54.91044790169639,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-06-06,0.0,0.0,0.0,0.0,2972.6027454134655,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,54.41544500836674,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-06-07,0.0,0.0,0.0,0.0,3054.681454664499,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,54.02149632899652,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-06-08,0.0,0.0,0.0,0.0,3135.94546397834,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,53.71860253116892,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-06-09,0.0,0.0,0.0,0.0,3214.581625456287,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,53.485500379307595,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-06-10,0.0,0.0,0.0,0.0,3288.7361382906684,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,53.29247871046655,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-06-11,0.0,0.0,0.0,0.0,3356.722352586785,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,53.10349041617254,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-06-12,0.0,0.0,0.0,0.0,3417.176622229363,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,52.88688478045527,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-06-13,0.0,0.0,0.0,0.0,3469.175194532402,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,52.61024244765568,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-06-14,0.0,0.0,0.0,0.0,3512.321877476553,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,52.259486942399874,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-06-15,0.0,0.0,0.0,0.0,3546.8137901371547,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,51.82675402386527,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-06-16,0.0,0.0,0.0,0.0,3573.4906755052625,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,51.3106340376146,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-06-17,0.0,0.0,0.0,0.0,3593.4391927957267,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,50.716353679471524,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-06-18,0.0,0.0,0.0,0.0,3606.3278916879444,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,50.05591231842724,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-06-19,0.0,0.0,0.0,0.0,3611.99339775756,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,49.348184238820494,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-06-20,0.0,0.0,0.0,0.0,3611.3990722354342,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,48.604991120291906,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-06-21,0.0,0.0,0.0,0.0,3607.1290714681127,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,47.832865188958486,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-06-22,0.0,0.0,0.0,0.0,3603.526651694173,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,47.04658037200335,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-06-23,0.0,0.0,0.0,0.0,3606.575434795198,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,46.26529646193728,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-06-24,0.0,0.0,0.0,0.0,3624.0072386691245,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,45.50966723979498,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-06-25,0.0,0.0,0.0,0.0,3666.5287321692695,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,44.799671567532144,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-06-26,0.0,0.0,0.0,0.0,3745.6754922426653,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,44.15298670732338,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
